timestamp,open,high,low,close,volume,openTime
1492819200000,0.00251998,0.00252,0.0025017,0.00251661,10210.62641141,2017-04-22 00:00:00
1492820100000,0.00251661,0.00252739,0.00251073,0.00252641,2048.11799913,2017-04-22 00:15:00
1492821000000,0.0025264,0.00253299,0.00251076,0.00252559,3755.46398901,2017-04-22 00:30:00
1492821900000,0.00252559,0.00252892,0.00251077,0.00252599,3936.42004874,2017-04-22 00:45:00
1492822800000,0.00252599,0.0025305,0.00252,0.0025305,5532.35699287,2017-04-22 01:00:00
1492823700000,0.0025305,0.00253428,0.00252641,0.00253,4201.33060632,2017-04-22 01:15:00
1492824600000,0.00253,0.00253197,0.00252417,0.00253155,2041.89442877,2017-04-22 01:30:00
1492825500000,0.00253149,0.00255013,0.00252418,0.00252678,17657.8716568,2017-04-22 01:45:00
1492826400000,0.00252678,0.00254219,0.00252678,0.00253262,2891.6381782,2017-04-22 02:00:00
1492827300000,0.00254114,0.00254203,0.00252963,0.00252964,7175.25544349,2017-04-22 02:15:00
1492828200000,0.00252964,0.00254255,0.00252964,0.002542,5515.68226027,2017-04-22 02:30:00
1492829100000,0.00254061,0.00254523,0.002539,0.00254395,1245.99942316,2017-04-22 02:45:00
1492830000000,0.00254395,0.00254395,0.00253638,0.00253638,6323.18515766,2017-04-22 03:00:00
1492830900000,0.00254353,0.00254541,0.00253583,0.00254541,3219.14847302,2017-04-22 03:15:00
1492831800000,0.00253586,0.00254541,0.0025345,0.00253487,5245.10213572,2017-04-22 03:30:00
1492832700000,0.00254536,0.00254959,0.00254326,0.00254654,2743.72869974,2017-04-22 03:45:00
1492833600000,0.00254654,0.0025486,0.002539,0.00254206,1069.38122828,2017-04-22 04:00:00
1492834500000,0.00254206,0.00255176,0.00253351,0.00255176,6253.09539925,2017-04-22 04:15:00
1492835400000,0.002547,0.00255169,0.002545,0.002547,1350.53274546,2017-04-22 04:30:00
1492836300000,0.00254999,0.00255013,0.0025422,0.00254997,3654.0446479,2017-04-22 04:45:00
1492837200000,0.00255074,0.00255456,0.00254997,0.002552,6196.18486343,2017-04-22 05:00:00
1492838100000,0.002552,0.0025649,0.00255074,0.0025649,14361.69959323,2017-04-22 05:15:00
1492839000000,0.00256607,0.00258037,0.00256491,0.00257802,20657.46904684,2017-04-22 05:30:00
1492839900000,0.00257502,0.00257758,0.00257,0.00257758,3617.68246009,2017-04-22 05:45:00
1492840800000,0.0025738,0.00259489,0.00257218,0.00258877,18924.55807263,2017-04-22 06:00:00
1492841700000,0.00258801,0.00258877,0.0025837,0.0025881,2297.06288865,2017-04-22 06:15:00
1492842600000,0.00258802,0.0025884,0.002584,0.0025844,2801.11974782,2017-04-22 06:30:00
1492843500000,0.00258695,0.00258999,0.0025839,0.0025839,3972.83946908,2017-04-22 06:45:00
1492844400000,0.00258394,0.00258935,0.00256585,0.00256719,17255.19994059,2017-04-22 07:00:00
1492845300000,0.00256719,0.00256924,0.00255043,0.00255832,17025.33226265,2017-04-22 07:15:00
1492846200000,0.00255832,0.00255836,0.00255046,0.00255832,1059.62875548,2017-04-22 07:30:00
1492847100000,0.00255832,0.00255935,0.00255741,0.00255935,3218.65694118,2017-04-22 07:45:00
1492848000000,0.00256016,0.00256696,0.0025589,0.00256313,3246.24651802,2017-04-22 08:00:00
1492848900000,0.00256313,0.0025662,0.00256001,0.0025662,3313.15028327,2017-04-22 08:15:00
1492849800000,0.002567,0.00257,0.0025667,0.00257,5074.63165374,2017-04-22 08:30:00
1492850700000,0.00256995,0.00257696,0.00256995,0.00257696,2696.62170054,2017-04-22 08:45:00
1492851600000,0.00257303,0.00257899,0.00256067,0.0025663,5199.36824928,2017-04-22 09:00:00
1492852500000,0.00256673,0.0025736,0.00256,0.00256,2487.8801877,2017-04-22 09:15:00
1492853400000,0.00256,0.00256459,0.00255748,0.00256196,671.56090987,2017-04-22 09:30:00
1492854300000,0.00256188,0.0025642,0.00255511,0.0025599,2147.17467834,2017-04-22 09:45:00
1492855200000,0.0025599,0.0025642,0.0025599,0.00256104,781.82172552,2017-04-22 10:00:00
1492856100000,0.00256105,0.00257714,0.00256105,0.00257698,6154.18313435,2017-04-22 10:15:00
1492857000000,0.00257699,0.00259106,0.00257699,0.00258276,10907.42686139,2017-04-22 10:30:00
1492857900000,0.00258276,0.00258901,0.00258104,0.0025838,3728.57822522,2017-04-22 10:45:00
1492858800000,0.00258643,0.0025901,0.00258104,0.00258999,2975.80143901,2017-04-22 11:00:00
1492859700000,0.00258663,0.00259,0.00258104,0.00258301,1266.04311971,2017-04-22 11:15:00
1492860600000,0.00258211,0.00259462,0.00257708,0.00259461,9605.9706607,2017-04-22 11:30:00
1492861500000,0.0025854,0.00260095,0.00258253,0.00259184,15900.93097155,2017-04-22 11:45:00
1492862400000,0.0025918,0.00260109,0.00258709,0.00259549,3482.00344183,2017-04-22 12:00:00
1492863300000,0.0025955,0.00260108,0.00259231,0.00259939,3582.53221344,2017-04-22 12:15:00
1492864200000,0.0025999,0.00262644,0.00259448,0.0026058,47420.63255668,2017-04-22 12:30:00
1492865100000,0.0026026,0.00260859,0.00259026,0.0026071,7476.61166225,2017-04-22 12:45:00
1492866000000,0.0026072,0.00260915,0.0026011,0.0026026,2551.80181534,2017-04-22 13:00:00
1492866900000,0.0026031,0.00261004,0.00258784,0.00258862,20543.56112758,2017-04-22 13:15:00
